reservation_id,venue_id,reservation_date,time_slot,guest_id,guest_tier,party_size,occasion,special_requests,status
R-20260530-00290,V-006,2026-05-30,Late night,G-100567,Platinum,6,,Allergy: shellfish,Deposit paid
R-20260512-00291,V-006,2026-05-12,Lunch,G-101771,Platinum,4,,,Waitlist
R-20260508-00292,V-006,2026-05-08,Late night,G-101582,Standard,2,,,Waitlist
R-20260502-00293,V-006,2026-05-02,Late night,G-100016,Standard,2,,Allergy: shellfish,Confirmed
R-20260507-00294,V-006,2026-05-07,Lunch,G-103292,Diamond,3,,Quiet table,Confirmed
R-20260505-00295,V-006,2026-05-05,Lunch,G-104644,Platinum,5,,Wine pairing,Confirmed
R-20260512-00296,V-006,2026-05-12,Late night,G-102686,Standard,6,,Birthday cake,Confirmed
R-20260505-00297,V-006,2026-05-05,Lunch,G-104555,Diamond,5,,,Confirmed
R-20260516-00298,V-006,2026-05-16,Late night,G-102214,Standard,3,,Wine pairing,Confirmed
R-20260525-00299,V-006,2026-05-25,Late night,G-101342,Platinum,10,,Wine pairing,Confirmed
R-20260502-00300,V-006,2026-05-02,Late night,G-101406,Standard,4,,,Deposit paid
R-20260528-00301,V-006,2026-05-28,Dinner,G-100735,Platinum,4,,Window seat,Confirmed
R-20260513-00302,V-006,2026-05-13,Late night,G-101400,Gold,8,,Wine pairing,Waitlist
R-20260531-00303,V-006,2026-05-31,Lunch,G-101464,Gold,5,,,Deposit paid
R-20260511-00304,V-006,2026-05-11,Lunch,G-103814,Platinum,6,,,Confirmed
R-20260522-00305,V-006,2026-05-22,Dinner,G-100182,Platinum,4,,,Confirmed
R-20260529-00306,V-006,2026-05-29,Late night,G-101473,Standard,5,,Window seat,Confirmed
R-20260522-00307,V-006,2026-05-22,Dinner,G-100732,Diamond,5,,Allergy: shellfish,Confirmed
R-20260508-00308,V-006,2026-05-08,Lunch,G-100654,Platinum,6,,,Confirmed
R-20260521-00309,V-006,2026-05-21,Late night,G-103095,Standard,8,,,Confirmed
R-20260521-00310,V-006,2026-05-21,Dinner,G-101620,Standard,4,,Wine pairing,Confirmed
R-20260526-00311,V-006,2026-05-26,Dinner,G-104912,Standard,3,,Allergy: shellfish,Confirmed
R-20260514-00312,V-006,2026-05-14,Late night,G-101370,Standard,7,,Window seat,Deposit paid
R-20260508-00313,V-006,2026-05-08,Late night,G-102714,Standard,4,,Quiet table,Confirmed
R-20260530-00314,V-006,2026-05-30,Dinner,G-104969,Standard,6,,,Confirmed
R-20260528-00315,V-006,2026-05-28,Late night,G-101714,Standard,6,,Wine pairing,Waitlist
R-20260529-00316,V-006,2026-05-29,Late night,G-102530,Gold,5,,Birthday cake,Confirmed
R-20260523-00317,V-006,2026-05-23,Late night,G-103210,Standard,4,,Birthday cake,Deposit paid
R-20260514-00318,V-006,2026-05-14,Lunch,G-104691,Platinum,4,,Window seat,Deposit paid
R-20260531-00319,V-006,2026-05-31,Dinner,G-100614,Diamond,7,,Window seat,Confirmed
R-20260501-00320,V-006,2026-05-01,Dinner,G-100761,Standard,3,,,Confirmed
R-20260517-00321,V-006,2026-05-17,Late night,G-104748,Gold,5,,Allergy: shellfish,Confirmed
R-20260508-00322,V-006,2026-05-08,Late night,G-104065,Standard,5,,,Confirmed
R-20260510-00323,V-006,2026-05-10,Dinner,G-102129,Standard,2,,Birthday cake,Confirmed
R-20260503-00324,V-006,2026-05-03,Lunch,G-100461,Standard,3,,Allergy: shellfish,Confirmed
R-20260509-00325,V-006,2026-05-09,Dinner,G-103453,Standard,7,Birthday,Window seat,Confirmed
R-20260516-00326,V-006,2026-05-16,Lunch,G-103503,Diamond,3,,,Confirmed
R-20260504-00327,V-006,2026-05-04,Dinner,G-101252,Standard,4,,,Waitlist
R-20260516-00328,V-006,2026-05-16,Late night,G-100108,Gold,3,,,Confirmed
R-20260507-00329,V-006,2026-05-07,Dinner,G-104542,Standard,10,,Wine pairing,Waitlist
R-20260502-00330,V-006,2026-05-02,Late night,G-104337,Diamond,3,,Allergy: shellfish,Confirmed
R-20260511-00331,V-006,2026-05-11,Late night,G-102701,Standard,4,,Wine pairing,Confirmed
R-20260528-00332,V-006,2026-05-28,Lunch,G-101854,Gold,8,,Allergy: shellfish,Confirmed
R-20260531-00333,V-006,2026-05-31,Dinner,G-102149,Gold,2,,Allergy: shellfish,Deposit paid
R-20260507-00334,V-006,2026-05-07,Lunch,G-100636,Diamond,11,Birthday,Wine pairing,Confirmed
R-20260519-00335,V-006,2026-05-19,Lunch,G-101110,Platinum,5,,,Deposit paid
R-20260508-00336,V-006,2026-05-08,Late night,G-103234,Diamond,7,Anniversary,,Confirmed
R-20260514-00337,V-006,2026-05-14,Lunch,G-104733,Standard,5,,Window seat,Confirmed
R-20260525-00338,V-006,2026-05-25,Late night,G-104067,Standard,4,,Quiet table,Deposit paid
R-20260503-00339,V-006,2026-05-03,Late night,G-103664,Standard,5,Birthday,,Confirmed
R-20260521-00340,V-006,2026-05-21,Late night,G-104367,Platinum,6,,Window seat,Confirmed
R-20260517-00341,V-006,2026-05-17,Lunch,G-104817,Standard,6,,Window seat,Confirmed
R-20260522-00342,V-006,2026-05-22,Late night,G-101544,Standard,8,,,Confirmed
R-20260501-00343,V-006,2026-05-01,Dinner,G-101337,Standard,3,,Window seat,Deposit paid
R-20260504-00344,V-006,2026-05-04,Late night,G-104616,Standard,3,,,Confirmed
R-20260530-00345,V-006,2026-05-30,Lunch,G-101585,Standard,2,,Birthday cake,Confirmed
R-20260512-00346,V-006,2026-05-12,Lunch,G-102283,Standard,3,,,Waitlist
R-20260511-00347,V-006,2026-05-11,Late night,G-102903,Platinum,7,,Birthday cake,Waitlist
R-20260522-00348,V-006,2026-05-22,Dinner,G-104044,Standard,4,,,Waitlist
R-20260514-00349,V-007,2026-05-14,Late night,G-104214,Standard,7,,Wine pairing,Confirmed
R-20260503-00350,V-007,2026-05-03,Lunch,G-100855,Diamond,7,,,Deposit paid
R-20260515-00351,V-007,2026-05-15,Dinner,G-104270,Standard,7,,,Confirmed
R-20260528-00352,V-007,2026-05-28,Dinner,G-100748,Standard,7,,Wine pairing,Confirmed
R-20260507-00353,V-007,2026-05-07,Lunch,G-100013,Standard,5,,,Confirmed
R-20260502-00354,V-007,2026-05-02,Late night,G-103929,Standard,9,,,Confirmed
R-20260528-00355,V-007,2026-05-28,Dinner,G-102617,Standard,4,,,Waitlist
R-20260514-00356,V-007,2026-05-14,Lunch,G-100079,Platinum,4,,,Confirmed
R-20260529-00357,V-007,2026-05-29,Dinner,G-101988,Standard,4,,,Deposit paid
R-20260503-00358,V-007,2026-05-03,Lunch,G-103016,Standard,5,,Window seat,Deposit paid
R-20260509-00359,V-007,2026-05-09,Dinner,G-101279,Standard,7,,,Confirmed
R-20260508-00360,V-007,2026-05-08,Late night,G-101466,Gold,6,,,Confirmed
R-20260506-00361,V-007,2026-05-06,Late night,G-104675,Standard,2,,Window seat,Deposit paid
R-20260513-00362,V-007,2026-05-13,Dinner,G-104703,Standard,4,,Quiet table,Confirmed
R-20260504-00363,V-007,2026-05-04,Dinner,G-101840,Platinum,7,,,Deposit paid
R-20260524-00364,V-007,2026-05-24,Dinner,G-102178,Gold,3,,Quiet table,Deposit paid
R-20260517-00365,V-007,2026-05-17,Lunch,G-101773,Standard,5,,Window seat,Confirmed
R-20260525-00366,V-007,2026-05-25,Lunch,G-102747,Standard,8,,Quiet table,Confirmed
R-20260518-00367,V-007,2026-05-18,Dinner,G-103814,Platinum,9,,,Confirmed
R-20260502-00368,V-007,2026-05-02,Dinner,G-102041,Standard,2,,Window seat,Deposit paid
R-20260504-00369,V-007,2026-05-04,Dinner,G-100436,Standard,4,,Birthday cake,Waitlist
R-20260514-00370,V-007,2026-05-14,Late night,G-100133,Standard,6,,,Waitlist
R-20260507-00371,V-007,2026-05-07,Late night,G-101468,Platinum,5,,Quiet table,Confirmed
R-20260523-00372,V-007,2026-05-23,Dinner,G-104307,Standard,4,,Window seat,Deposit paid
R-20260521-00373,V-007,2026-05-21,Dinner,G-102797,Gold,5,,,Confirmed
R-20260523-00374,V-007,2026-05-23,Late night,G-102996,Gold,3,,,Confirmed
R-20260524-00375,V-007,2026-05-24,Late night,G-100519,Standard,4,,Allergy: shellfish,Confirmed
R-20260513-00376,V-007,2026-05-13,Late night,G-100637,Standard,3,,Window seat,Confirmed
R-20260515-00377,V-007,2026-05-15,Lunch,G-101240,Standard,3,,Allergy: shellfish,Confirmed
R-20260511-00378,V-007,2026-05-11,Dinner,G-100540,Platinum,6,Birthday,Allergy: shellfish,Confirmed
R-20260531-00379,V-007,2026-05-31,Lunch,G-103389,Standard,7,,,Confirmed
R-20260518-00380,V-007,2026-05-18,Late night,G-103275,Standard,6,,,Deposit paid
R-20260504-00381,V-007,2026-05-04,Lunch,G-100961,Standard,3,,Allergy: shellfish,Confirmed
R-20260521-00382,V-007,2026-05-21,Dinner,G-100181,Gold,4,,Window seat,Confirmed
R-20260509-00383,V-008,2026-05-09,Late night,G-102466,Platinum,4,,Quiet table,Confirmed
R-20260513-00384,V-008,2026-05-13,Late night,G-101152,Platinum,7,,Window seat,Deposit paid
R-20260514-00385,V-008,2026-05-14,Dinner,G-102417,Standard,4,,,Deposit paid
R-20260505-00386,V-008,2026-05-05,Late night,G-102755,Standard,5,,,Deposit paid
R-20260501-00387,V-008,2026-05-01,Dinner,G-103152,Standard,5,,Quiet table,Confirmed
R-20260520-00388,V-008,2026-05-20,Lunch,G-104046,Standard,3,Birthday,Window seat,Confirmed
R-20260515-00389,V-008,2026-05-15,Lunch,G-102365,Standard,7,Birthday,,Confirmed
R-20260508-00390,V-008,2026-05-08,Late night,G-104232,Gold,7,Birthday,,Waitlist
R-20260517-00391,V-008,2026-05-17,Lunch,G-101301,Standard,4,,Quiet table,Confirmed
R-20260525-00392,V-008,2026-05-25,Dinner,G-103492,Standard,7,,Quiet table,Deposit paid
R-20260516-00393,V-008,2026-05-16,Dinner,G-103771,Standard,3,,,Confirmed
R-20260510-00394,V-008,2026-05-10,Late night,G-100498,Standard,9,,,Confirmed
R-20260506-00395,V-008,2026-05-06,Dinner,G-101235,Platinum,3,,Window seat,Confirmed
R-20260520-00396,V-008,2026-05-20,Lunch,G-103679,Gold,6,,Birthday cake,Confirmed
R-20260516-00397,V-008,2026-05-16,Late night,G-101890,Platinum,5,,Birthday cake,Waitlist
R-20260522-00398,V-008,2026-05-22,Lunch,G-101179,Standard,4,,Quiet table,Confirmed
R-20260510-00399,V-008,2026-05-10,Dinner,G-102166,Standard,4,,Allergy: shellfish,Waitlist
R-20260530-00400,V-008,2026-05-30,Late night,G-104872,Platinum,6,,Birthday cake,Confirmed
R-20260530-00401,V-008,2026-05-30,Dinner,G-104384,Standard,3,,Quiet table,Confirmed
R-20260521-00402,V-008,2026-05-21,Dinner,G-103639,Platinum,3,,Window seat,Confirmed
R-20260518-00403,V-008,2026-05-18,Dinner,G-103903,Gold,4,,,Confirmed
R-20260506-00404,V-008,2026-05-06,Late night,G-100843,Standard,3,,,Confirmed
R-20260520-00405,V-008,2026-05-20,Dinner,G-100774,Platinum,6,,Birthday cake,Confirmed
R-20260512-00406,V-008,2026-05-12,Dinner,G-102163,Platinum,11,,Wine pairing,Deposit paid
R-20260527-00407,V-008,2026-05-27,Late night,G-104779,Standard,7,Birthday,Allergy: shellfish,Deposit paid
R-20260512-00408,V-008,2026-05-12,Lunch,G-100042,Platinum,2,Birthday,Window seat,Confirmed
R-20260516-00409,V-008,2026-05-16,Lunch,G-101019,Standard,5,,Window seat,Confirmed
R-20260501-00410,V-008,2026-05-01,Dinner,G-102210,Platinum,4,Birthday,Quiet table,Deposit paid
R-20260522-00411,V-008,2026-05-22,Dinner,G-103105,Gold,10,,,Confirmed
R-20260505-00412,V-008,2026-05-05,Dinner,G-103510,Gold,8,,Allergy: shellfish,Confirmed
R-20260529-00413,V-008,2026-05-29,Dinner,G-102233,Platinum,2,,Birthday cake,Deposit paid
R-20260516-00414,V-008,2026-05-16,Lunch,G-104386,Standard,3,,Quiet table,Confirmed
R-20260508-00415,V-008,2026-05-08,Late night,G-104253,Standard,5,,Quiet table,Confirmed
R-20260502-00416,V-008,2026-05-02,Dinner,G-101121,Standard,5,,Window seat,Deposit paid
R-20260527-00417,V-008,2026-05-27,Late night,G-103843,Standard,3,,Window seat,Waitlist
R-20260510-00418,V-008,2026-05-10,Dinner,G-100928,Standard,4,,Quiet table,Waitlist
R-20260522-00419,V-008,2026-05-22,Lunch,G-103546,Standard,6,,Wine pairing,Deposit paid
R-20260519-00420,V-008,2026-05-19,Dinner,G-100276,Standard,3,,Quiet table,Confirmed
R-20260503-00421,V-008,2026-05-03,Dinner,G-104590,Gold,3,,Birthday cake,Deposit paid
R-20260502-00422,V-008,2026-05-02,Late night,G-101812,Standard,6,,Quiet table,Confirmed
R-20260511-00423,V-008,2026-05-11,Late night,G-100067,Standard,9,,Wine pairing,Confirmed
R-20260504-00424,V-008,2026-05-04,Dinner,G-102780,Gold,8,,Allergy: shellfish,Confirmed
R-20260529-00425,V-008,2026-05-29,Lunch,G-104982,Gold,6,,Window seat,Confirmed
R-20260502-00426,V-008,2026-05-02,Lunch,G-103205,Standard,7,Birthday,Wine pairing,Confirmed
R-20260530-00427,V-008,2026-05-30,Lunch,G-103585,Gold,2,,,Deposit paid
R-20260517-00428,V-008,2026-05-17,Dinner,G-102577,Standard,9,,,Confirmed
R-20260529-00429,V-008,2026-05-29,Lunch,G-100881,Standard,4,,Birthday cake,Confirmed
R-20260527-00430,V-008,2026-05-27,Lunch,G-102866,Gold,4,,Quiet table,Deposit paid
R-20260523-00431,V-008,2026-05-23,Late night,G-100866,Standard,4,,,Confirmed
R-20260508-00432,V-008,2026-05-08,Late night,G-101292,Standard,4,,Birthday cake,Confirmed
R-20260506-00433,V-008,2026-05-06,Dinner,G-104175,Standard,6,,Wine pairing,Confirmed
R-20260510-00434,V-009,2026-05-10,Late night,G-104381,Gold,8,,Window seat,Confirmed
R-20260527-00435,V-009,2026-05-27,Late night,G-103219,Diamond,8,,,Confirmed
R-20260512-00436,V-009,2026-05-12,Dinner,G-104757,Gold,6,,,Confirmed
R-20260525-00437,V-009,2026-05-25,Dinner,G-104948,Gold,2,,,Waitlist
R-20260525-00438,V-009,2026-05-25,Lunch,G-101788,Platinum,3,,Window seat,Deposit paid
R-20260521-00439,V-009,2026-05-21,Dinner,G-102650,Gold,5,,Wine pairing,Confirmed
R-20260507-00440,V-009,2026-05-07,Dinner,G-103020,Standard,8,,,Confirmed
R-20260513-00441,V-009,2026-05-13,Late night,G-104691,Platinum,4,,Birthday cake,Confirmed
R-20260503-00442,V-009,2026-05-03,Dinner,G-102003,Gold,4,Birthday,,Confirmed
R-20260524-00443,V-009,2026-05-24,Lunch,G-104895,Gold,8,,,Confirmed
R-20260523-00444,V-009,2026-05-23,Lunch,G-104198,Diamond,3,,Birthday cake,Confirmed
R-20260504-00445,V-009,2026-05-04,Lunch,G-103844,Platinum,7,,Allergy: shellfish,Deposit paid
R-20260518-00446,V-009,2026-05-18,Late night,G-103067,Standard,8,,Allergy: shellfish,Waitlist
R-20260509-00447,V-009,2026-05-09,Dinner,G-101436,Standard,5,,Allergy: shellfish,Confirmed
R-20260507-00448,V-009,2026-05-07,Late night,G-102124,Standard,8,,Allergy: shellfish,Confirmed
R-20260506-00449,V-009,2026-05-06,Dinner,G-104374,Standard,9,,Quiet table,Confirmed
R-20260505-00450,V-009,2026-05-05,Lunch,G-102137,Standard,3,Birthday,,Confirmed
R-20260524-00451,V-009,2026-05-24,Late night,G-103352,Gold,4,,,Confirmed
R-20260517-00452,V-009,2026-05-17,Dinner,G-101296,Gold,5,,Wine pairing,Confirmed
R-20260530-00453,V-009,2026-05-30,Dinner,G-100500,Platinum,3,,Quiet table,Confirmed
R-20260527-00454,V-009,2026-05-27,Lunch,G-100644,Platinum,5,,Window seat,Confirmed
R-20260507-00455,V-009,2026-05-07,Dinner,G-103509,Platinum,2,,Allergy: shellfish,Deposit paid
R-20260528-00456,V-009,2026-05-28,Dinner,G-104226,Standard,3,,Allergy: shellfish,Confirmed
R-20260521-00457,V-009,2026-05-21,Lunch,G-100133,Standard,9,,Birthday cake,Confirmed
R-20260527-00458,V-009,2026-05-27,Late night,G-101979,Standard,5,,Window seat,Deposit paid
R-20260501-00459,V-009,2026-05-01,Late night,G-100315,Standard,4,,Wine pairing,Waitlist
R-20260519-00460,V-009,2026-05-19,Late night,G-104161,Standard,9,,,Confirmed
R-20260526-00461,V-009,2026-05-26,Dinner,G-103630,Platinum,9,,,Confirmed
R-20260531-00462,V-009,2026-05-31,Late night,G-101218,Gold,5,,,Deposit paid
R-20260525-00463,V-009,2026-05-25,Lunch,G-102093,Platinum,3,,,Confirmed
R-20260522-00464,V-009,2026-05-22,Lunch,G-101389,Standard,11,,Birthday cake,Confirmed
R-20260509-00465,V-009,2026-05-09,Late night,G-103776,Gold,3,,Window seat,Confirmed
R-20260529-00466,V-009,2026-05-29,Dinner,G-104720,Standard,6,,Allergy: shellfish,Deposit paid
R-20260526-00467,V-009,2026-05-26,Lunch,G-104199,Gold,7,,,Confirmed
R-20260504-00468,V-009,2026-05-04,Dinner,G-101165,Gold,2,,,Confirmed
R-20260506-00469,V-009,2026-05-06,Lunch,G-104156,Standard,4,,Birthday cake,Confirmed
R-20260516-00470,V-009,2026-05-16,Late night,G-104458,Gold,4,,Wine pairing,Deposit paid
R-20260508-00471,V-009,2026-05-08,Lunch,G-101132,Standard,2,,,Confirmed
R-20260520-00472,V-009,2026-05-20,Late night,G-103038,Diamond,5,,,Confirmed
R-20260512-00473,V-009,2026-05-12,Late night,G-101275,Standard,5,,Quiet table,Confirmed
R-20260511-00474,V-009,2026-05-11,Lunch,G-101152,Platinum,3,,,Confirmed
R-20260509-00475,V-009,2026-05-09,Dinner,G-100223,Standard,5,,Allergy: shellfish,Confirmed
R-20260525-00476,V-009,2026-05-25,Lunch,G-101165,Gold,6,,Quiet table,Confirmed
R-20260531-00477,V-010,2026-05-31,Lunch,G-103762,Standard,3,,Window seat,Confirmed
R-20260525-00478,V-010,2026-05-25,Late night,G-104886,Standard,3,,Wine pairing,Confirmed
R-20260519-00479,V-010,2026-05-19,Dinner,G-101325,Standard,6,,,Confirmed
R-20260527-00480,V-010,2026-05-27,Dinner,G-102389,Standard,3,,,Confirmed
R-20260511-00481,V-010,2026-05-11,Lunch,G-101499,Gold,5,,Allergy: shellfish,Deposit paid
R-20260509-00482,V-010,2026-05-09,Late night,G-100248,Gold,5,,Wine pairing,Confirmed
R-20260511-00483,V-010,2026-05-11,Lunch,G-100804,Standard,4,,Allergy: shellfish,Confirmed
R-20260530-00484,V-010,2026-05-30,Dinner,G-100380,Standard,3,,,Confirmed
R-20260511-00485,V-010,2026-05-11,Lunch,G-104094,Diamond,9,,Allergy: shellfish,Confirmed
R-20260512-00486,V-010,2026-05-12,Lunch,G-104670,Gold,9,,,Deposit paid
R-20260508-00487,V-010,2026-05-08,Late night,G-102892,Standard,10,,Window seat,Deposit paid
R-20260501-00488,V-010,2026-05-01,Dinner,G-101082,Platinum,4,,Allergy: shellfish,Confirmed
R-20260524-00489,V-010,2026-05-24,Dinner,G-100894,Standard,3,,,Confirmed
R-20260502-00490,V-010,2026-05-02,Late night,G-102795,Standard,4,,Allergy: shellfish,Confirmed
R-20260505-00491,V-010,2026-05-05,Dinner,G-100891,Platinum,6,Birthday,Birthday cake,Deposit paid
R-20260524-00492,V-010,2026-05-24,Dinner,G-104626,Gold,3,,Wine pairing,Confirmed
R-20260528-00493,V-010,2026-05-28,Lunch,G-104891,Platinum,6,,,Confirmed
R-20260519-00494,V-010,2026-05-19,Dinner,G-102150,Platinum,2,,Birthday cake,Confirmed
R-20260507-00495,V-010,2026-05-07,Dinner,G-100802,Standard,9,,Wine pairing,Confirmed
R-20260525-00496,V-010,2026-05-25,Lunch,G-103097,Standard,5,,Birthday cake,Deposit paid
R-20260526-00497,V-010,2026-05-26,Lunch,G-102682,Standard,3,Birthday,Birthday cake,Confirmed
R-20260525-00498,V-010,2026-05-25,Lunch,G-100152,Standard,2,,,Confirmed
R-20260517-00499,V-010,2026-05-17,Dinner,G-104144,Standard,4,,Allergy: shellfish,Confirmed
R-20260525-00500,V-010,2026-05-25,Dinner,G-101542,Standard,4,,,Confirmed
R-20260521-00501,V-010,2026-05-21,Lunch,G-104422,Standard,4,,,Deposit paid
R-20260510-00502,V-010,2026-05-10,Lunch,G-103713,Standard,3,,Wine pairing,Confirmed
R-20260514-00503,V-011,2026-05-14,Lunch,G-102956,Gold,2,,,Confirmed
R-20260525-00504,V-011,2026-05-25,Dinner,G-102746,Standard,5,,Birthday cake,Confirmed
R-20260504-00505,V-011,2026-05-04,Dinner,G-100164,Standard,4,,Window seat,Confirmed
R-20260514-00506,V-011,2026-05-14,Dinner,G-101975,Diamond,2,,Quiet table,Confirmed
R-20260507-00507,V-011,2026-05-07,Lunch,G-103582,Standard,4,,Window seat,Confirmed
R-20260512-00508,V-011,2026-05-12,Dinner,G-100061,Standard,7,,Window seat,Confirmed
R-20260521-00509,V-011,2026-05-21,Lunch,G-101731,Platinum,5,,,Deposit paid
R-20260526-00510,V-011,2026-05-26,Dinner,G-102079,Diamond,5,,Wine pairing,Deposit paid
R-20260516-00511,V-011,2026-05-16,Dinner,G-103934,Diamond,5,Anniversary,Birthday cake,Confirmed
R-20260525-00512,V-011,2026-05-25,Lunch,G-103556,Gold,4,,,Confirmed
R-20260521-00513,V-011,2026-05-21,Lunch,G-103427,Platinum,2,,,Confirmed
R-20260510-00514,V-011,2026-05-10,Dinner,G-100378,Standard,8,,Window seat,Confirmed
R-20260506-00515,V-011,2026-05-06,Dinner,G-103790,Standard,4,,Birthday cake,Confirmed
R-20260510-00516,V-011,2026-05-10,Dinner,G-102877,Standard,5,,,Deposit paid
R-20260510-00517,V-011,2026-05-10,Late night,G-102847,Standard,6,,,Confirmed
R-20260517-00518,V-011,2026-05-17,Dinner,G-103805,Standard,3,Anniversary,Birthday cake,Waitlist
R-20260518-00519,V-011,2026-05-18,Lunch,G-102915,Standard,8,,,Confirmed
R-20260514-00520,V-011,2026-05-14,Dinner,G-102917,Gold,2,,,Confirmed
R-20260510-00521,V-011,2026-05-10,Late night,G-103722,Standard,4,,,Waitlist
R-20260507-00522,V-011,2026-05-07,Late night,G-103571,Standard,3,,,Confirmed
R-20260517-00523,V-011,2026-05-17,Dinner,G-103325,Standard,4,,,Confirmed
R-20260522-00524,V-011,2026-05-22,Late night,G-104467,Platinum,6,,Allergy: shellfish,Confirmed
R-20260527-00525,V-011,2026-05-27,Lunch,G-102086,Standard,3,,,Deposit paid
R-20260520-00526,V-011,2026-05-20,Dinner,G-102680,Standard,2,,Allergy: shellfish,Confirmed
R-20260523-00527,V-011,2026-05-23,Lunch,G-101164,Standard,3,,Birthday cake,Confirmed
R-20260514-00528,V-011,2026-05-14,Lunch,G-102960,Platinum,5,,,Deposit paid
R-20260531-00529,V-011,2026-05-31,Lunch,G-102983,Platinum,7,,,Confirmed
R-20260530-00530,V-011,2026-05-30,Lunch,G-100660,Standard,5,,Allergy: shellfish,Confirmed
R-20260524-00531,V-011,2026-05-24,Dinner,G-102584,Standard,2,,Birthday cake,Confirmed
R-20260529-00532,V-011,2026-05-29,Lunch,G-104632,Platinum,11,,Quiet table,Deposit paid
R-20260526-00533,V-011,2026-05-26,Dinner,G-103962,Platinum,3,Birthday,Quiet table,Deposit paid
R-20260504-00534,V-011,2026-05-04,Lunch,G-103371,Standard,5,,Window seat,Confirmed
R-20260502-00535,V-011,2026-05-02,Dinner,G-100664,Standard,7,,Birthday cake,Deposit paid
R-20260517-00536,V-011,2026-05-17,Lunch,G-102838,Standard,3,,Window seat,Deposit paid
R-20260527-00537,V-011,2026-05-27,Lunch,G-101171,Gold,3,,Birthday cake,Confirmed
R-20260503-00538,V-011,2026-05-03,Late night,G-104934,Platinum,5,,,Deposit paid
R-20260512-00539,V-011,2026-05-12,Lunch,G-103209,Standard,5,,,Confirmed
R-20260524-00540,V-011,2026-05-24,Lunch,G-104225,Standard,2,,Allergy: shellfish,Confirmed
R-20260516-00541,V-011,2026-05-16,Lunch,G-102362,Standard,3,,Birthday cake,Waitlist
R-20260521-00542,V-011,2026-05-21,Late night,G-101768,Gold,6,,Window seat,Confirmed
R-20260515-00543,V-011,2026-05-15,Lunch,G-102104,Gold,11,,,Confirmed
R-20260511-00544,V-011,2026-05-11,Late night,G-102556,Standard,5,,Window seat,Confirmed
R-20260502-00545,V-011,2026-05-02,Lunch,G-102345,Platinum,6,,,Confirmed
R-20260528-00546,V-011,2026-05-28,Lunch,G-104982,Gold,2,,Allergy: shellfish,Confirmed
R-20260525-00547,V-011,2026-05-25,Late night,G-102708,Gold,5,,,Deposit paid
R-20260529-00548,V-011,2026-05-29,Lunch,G-102052,Gold,4,,,Confirmed
R-20260508-00549,V-011,2026-05-08,Late night,G-103684,Standard,3,,Wine pairing,Confirmed
R-20260524-00550,V-011,2026-05-24,Dinner,G-102964,Platinum,3,,,Confirmed
R-20260502-00551,V-011,2026-05-02,Dinner,G-103500,Standard,4,,,Deposit paid
R-20260508-00552,V-011,2026-05-08,Lunch,G-100900,Standard,6,,Allergy: shellfish,Confirmed
R-20260522-00553,V-012,2026-05-22,Lunch,G-104098,Standard,6,,Allergy: shellfish,Confirmed
R-20260503-00554,V-012,2026-05-03,Lunch,G-104868,Standard,4,,,Confirmed
R-20260523-00555,V-012,2026-05-23,Breakfast,G-102288,Standard,3,,,Confirmed
R-20260514-00556,V-012,2026-05-14,Lunch,G-100391,Standard,4,,Allergy: shellfish,Confirmed
R-20260523-00557,V-012,2026-05-23,Lunch,G-100408,Standard,4,,Window seat,Confirmed
R-20260504-00558,V-012,2026-05-04,Breakfast,G-101812,Standard,3,,Window seat,Confirmed
R-20260530-00559,V-012,2026-05-30,Dinner,G-101444,Standard,3,,,Confirmed
R-20260522-00560,V-012,2026-05-22,Lunch,G-101711,Diamond,5,,Window seat,Confirmed
R-20260527-00561,V-012,2026-05-27,Breakfast,G-102732,Standard,5,,,Confirmed
R-20260510-00562,V-012,2026-05-10,Lunch,G-104952,Platinum,6,,,Confirmed
R-20260501-00563,V-012,2026-05-01,Lunch,G-104287,Standard,7,,,Confirmed
R-20260525-00564,V-012,2026-05-25,Lunch,G-103339,Standard,3,,Birthday cake,Confirmed
R-20260503-00565,V-012,2026-05-03,Dinner,G-104642,Standard,4,,,Confirmed
R-20260505-00566,V-012,2026-05-05,Dinner,G-101777,Standard,5,,Window seat,Deposit paid
R-20260514-00567,V-012,2026-05-14,Breakfast,G-103685,Standard,4,,,Confirmed
R-20260521-00568,V-012,2026-05-21,Breakfast,G-102929,Standard,7,,,Confirmed
R-20260518-00569,V-012,2026-05-18,Lunch,G-100304,Gold,4,,Allergy: shellfish,Deposit paid
R-20260508-00570,V-012,2026-05-08,Breakfast,G-104541,Gold,8,,Allergy: shellfish,Confirmed
R-20260511-00571,V-012,2026-05-11,Breakfast,G-101457,Standard,8,,,Deposit paid
R-20260512-00572,V-012,2026-05-12,Breakfast,G-103982,Platinum,2,,Wine pairing,Confirmed
R-20260509-00573,V-012,2026-05-09,Dinner,G-102956,Gold,4,,Quiet table,Confirmed
R-20260503-00574,V-012,2026-05-03,Lunch,G-101502,Standard,3,,Window seat,Confirmed
R-20260518-00575,V-012,2026-05-18,Dinner,G-103721,Gold,6,,Window seat,Confirmed
R-20260518-00576,V-012,2026-05-18,Dinner,G-102349,Diamond,7,,Allergy: shellfish,Waitlist
R-20260525-00577,V-012,2026-05-25,Dinner,G-100023,Standard,8,Birthday,Window seat,Deposit paid
R-20260525-00578,V-012,2026-05-25,Dinner,G-103098,Standard,3,,,Confirmed
