date,venue_id,covers_total,revenue_total_aed,food_revenue_aed,beverage_revenue_aed,food_cost_pct,labor_cost_pct,occupancy_pct,nps_score,events_count,events_revenue_aed,avg_satisfaction
2026-03-28,V-004,140,269487.86,138474.91,131012.95,0.2854,0.2624,0.3889,25,0,0.0,7.77
2025-03-14,V-004,138,262418.5,129446.85,132971.66,0.3018,0.2514,0.3833,31,0,0.0,8.05
2025-08-25,V-004,208,249064.11,123506.62,125557.47,0.2945,0.2454,0.5778,25,1,12935.45,7.78
2025-08-28,V-004,208,350122.22,176592.02,173530.21,0.3044,0.2725,0.5778,24,0,0.0,7.74
2025-03-01,V-004,299,587714.09,295836.48,291877.6,0.2847,0.2649,0.8306,28,0,0.0,7.92
2025-10-13,V-004,198,193948.03,96429.03,97519.04,0.2974,0.242,0.55,24,0,0.0,7.7
2025-02-06,V-004,232,162527.69,81575.42,80952.25,0.3016,0.2536,0.6444,25,1,4840.31,7.76
2025-10-28,V-004,234,230105.28,115265.55,114839.76,0.2984,0.28,0.65,26,0,0.0,7.82
2024-11-28,V-004,189,125587.4,62513.48,63073.94,0.3205,0.2651,0.525,30,0,0.0,8.04
2026-02-17,V-004,209,95771.88,46712.46,49059.44,0.2878,0.269,0.5806,31,1,5607.03,8.1
2025-06-04,V-004,268,376132.45,183718.71,192413.75,0.3222,0.26,0.7444,28,1,12657.16,7.91
2026-01-15,V-004,123,79020.2,39075.21,39945.0,0.3174,0.2515,0.3417,30,0,0.0,8.0
2025-07-03,V-004,152,266494.52,133520.43,132974.11,0.3007,0.2666,0.4222,30,0,0.0,8.0
2025-10-24,V-004,233,455814.32,223342.91,232471.45,0.3027,0.2821,0.6472,31,0,0.0,8.06
2026-01-17,V-004,160,159562.03,80015.42,79546.64,0.3182,0.2593,0.4444,24,0,0.0,7.7
2025-08-30,V-004,112,279961.97,143117.07,136844.92,0.3223,0.2895,0.3111,20,0,0.0,7.53
2026-01-13,V-004,148,67772.27,33497.98,34274.28,0.3231,0.2444,0.4111,30,0,0.0,8.05
2025-08-03,V-004,197,408230.75,204703.24,203527.53,0.3039,0.2408,0.5472,25,2,15872.79,7.75
2024-12-13,V-004,292,286236.76,144421.42,141815.28,0.329,0.2843,0.8111,27,0,0.0,7.88
2025-05-04,V-004,169,381621.92,182516.18,199105.81,0.2984,0.2611,0.4694,22,0,0.0,7.62
2025-10-22,V-004,180,197322.97,100019.94,97303.06,0.2886,0.2521,0.5,25,1,4360.12,7.78
2025-06-01,V-004,172,357222.63,174700.99,182521.65,0.3081,0.2705,0.4778,32,0,0.0,8.13
2025-01-09,V-004,235,157179.15,75152.58,82026.52,0.2837,0.25,0.6528,25,2,11977.18,7.78
2026-02-16,V-004,277,135920.74,68133.68,67787.05,0.2995,0.2755,0.7694,27,3,12321.77,7.86
2026-04-17,V-004,144,281586.9,143846.09,137740.78,0.3281,0.2809,0.4,38,1,11852.38,8.4
2025-09-29,V-004,183,223727.45,110311.41,113416.05,0.297,0.2507,0.5083,26,0,0.0,7.85
2025-04-13,V-004,180,311892.1,149807.29,162084.86,0.2849,0.2711,0.5,27,0,0.0,7.86
2024-11-10,V-004,141,116468.62,57427.87,59040.75,0.3012,0.2563,0.3917,32,0,0.0,8.14
2025-07-17,V-004,137,244134.75,121287.9,122846.84,0.3223,0.2732,0.3806,24,1,8438.64,7.74
2025-09-11,V-004,251,446217.68,220958.64,225259.04,0.293,0.263,0.6972,29,3,46061.06,7.97
2025-06-25,V-004,213,301559.71,151571.53,149988.2,0.3123,0.2609,0.5917,25,0,0.0,7.77
2025-01-07,V-004,180,84031.11,43786.12,40244.97,0.2956,0.288,0.5,33,0,0.0,8.2
2026-01-30,V-004,177,167629.7,83534.43,84095.28,0.2916,0.2649,0.4917,31,2,21270.17,8.08
2026-04-11,V-004,112,235173.9,119101.33,116072.6,0.2836,0.2696,0.3111,32,0,0.0,8.13
2025-02-15,V-004,88,92919.41,45725.76,47193.65,0.3291,0.2854,0.2444,33,0,0.0,8.15
2026-04-25,V-004,242,513561.7,253605.42,259956.31,0.315,0.2833,0.6722,25,0,0.0,7.78
2025-06-30,V-004,181,230968.22,116271.15,114697.09,0.3233,0.2738,0.5028,28,0,0.0,7.92
2025-01-03,V-004,269,263687.65,132976.42,130711.16,0.3076,0.2839,0.7472,28,3,18046.98,7.95
2025-02-20,V-004,175,122535.09,60837.08,61698.03,0.2995,0.2699,0.4861,32,1,9274.97,8.12
2025-05-26,V-004,182,231407.88,117512.75,113895.15,0.2877,0.2663,0.5056,32,0,0.0,8.14
2026-01-21,V-004,224,116824.65,56916.83,59907.82,0.3094,0.2473,0.6222,29,1,3719.6,7.97
2025-08-02,V-004,174,490193.7,244564.36,245629.31,0.3229,0.2743,0.4833,25,0,0.0,7.75
2024-11-21,V-004,225,166991.23,84381.84,82609.41,0.2868,0.2785,0.625,25,0,0.0,7.78
2025-04-29,V-004,149,136205.89,69040.56,67165.33,0.2862,0.2534,0.4139,33,1,4713.13,8.17
2025-12-12,V-004,131,129851.93,64490.32,65361.57,0.3052,0.2752,0.3639,29,0,0.0,7.95
2025-06-09,V-004,227,260890.05,135567.29,125322.71,0.2821,0.2432,0.6306,30,0,0.0,8.0
2026-04-13,V-004,239,220077.32,108482.04,111595.24,0.3038,0.2579,0.6639,20,3,30351.95,7.5
2024-12-15,V-004,193,153310.72,77556.4,75754.37,0.3092,0.2895,0.5361,24,1,4576.99,7.72
2025-12-27,V-004,199,203962.46,102957.02,101005.43,0.2868,0.2567,0.5528,32,0,0.0,8.14
2025-05-07,V-004,251,359308.55,179956.33,179352.24,0.2955,0.2742,0.6972,28,3,26878.9,7.91
2026-03-30,V-004,192,177076.92,87853.47,89223.45,0.315,0.2692,0.5333,23,0,0.0,7.69
2026-03-04,V-004,219,234864.35,117440.51,117423.82,0.2833,0.2684,0.6083,21,0,0.0,7.58
2025-08-22,V-004,247,636283.89,323510.17,312773.69,0.3133,0.2596,0.6861,31,0,0.0,8.06
2026-02-10,V-004,250,118920.03,59130.57,59789.46,0.3013,0.2491,0.6944,16,2,12097.37,7.3
2025-05-18,V-004,214,461511.27,231832.48,229678.79,0.32,0.2636,0.5944,30,2,17488.78,8.03
2025-11-23,V-004,182,149660.94,76975.22,72685.75,0.3107,0.2615,0.5056,36,0,0.0,8.35
2025-04-21,V-004,206,197354.12,97373.27,99980.84,0.2949,0.2553,0.5722,39,0,0.0,8.47
2025-11-09,V-004,202,167234.87,84794.31,82440.62,0.2876,0.241,0.5611,29,0,0.0,7.97
2025-05-23,V-004,199,500652.38,244121.35,256531.06,0.3104,0.2875,0.5528,31,2,28462.39,8.06
2026-03-09,V-004,188,187493.01,90077.51,97415.54,0.3223,0.2577,0.5222,29,0,0.0,7.96
2025-10-29,V-004,220,234481.65,117961.99,116519.69,0.3151,0.2576,0.6111,28,0,0.0,7.91
2025-07-06,V-004,188,412670.23,205753.29,206916.92,0.2856,0.2434,0.5222,20,0,0.0,7.54
2025-02-27,V-004,143,99702.05,50394.34,49307.7,0.2876,0.2898,0.3972,42,2,7669.31,8.62
2026-03-06,V-004,207,400191.45,200903.0,199288.41,0.3262,0.2466,0.575,24,2,17234.2,7.74
2025-12-25,V-004,232,152401.98,76700.96,75700.99,0.2821,0.2891,0.6444,31,4,20729.4,8.06
2026-02-03,V-004,206,92753.59,46391.5,46362.07,0.3055,0.2768,0.5722,18,0,0.0,7.43
2025-11-14,V-004,250,237337.23,120523.92,116813.32,0.3224,0.2558,0.6944,29,3,18265.66,7.97
2025-01-22,V-004,181,98179.5,50067.96,48111.58,0.3132,0.2614,0.5028,29,2,9265.98,7.96
2024-12-21,V-004,262,287435.26,145356.4,142078.88,0.3098,0.27,0.7278,16,0,0.0,7.34
2025-11-02,V-004,235,193183.87,96500.79,96683.07,0.3101,0.2528,0.6528,28,0,0.0,7.91
2025-04-10,V-004,163,230598.56,111744.82,118853.72,0.2815,0.2507,0.4528,27,1,11454.75,7.86
2025-09-07,V-004,152,337813.48,168103.15,169710.33,0.325,0.2794,0.4222,40,0,0.0,8.52
2025-03-17,V-004,263,250166.91,123790.27,126376.67,0.3137,0.2648,0.7306,30,0,0.0,8.0
2025-07-20,V-004,205,438468.12,223234.23,215233.88,0.3042,0.2877,0.5694,30,1,6356.07,8.0
2025-06-03,V-004,188,217068.9,107319.58,109749.33,0.3247,0.2668,0.5222,34,0,0.0,8.21
2024-11-27,V-004,171,94449.72,46950.6,47499.09,0.2848,0.2743,0.475,27,0,0.0,7.85
2025-03-11,V-004,127,114161.08,56780.89,57380.19,0.2864,0.2781,0.3528,37,0,0.0,8.36
2025-09-30,V-004,230,296386.13,149103.94,147282.17,0.2949,0.2601,0.6389,30,0,0.0,8.0
2025-05-31,V-004,157,397233.23,196693.44,200539.8,0.2814,0.2826,0.4361,25,0,0.0,7.75
2025-09-20,V-004,191,499335.91,251894.42,247441.47,0.281,0.286,0.5306,31,1,21635.54,8.07
2024-12-14,V-004,203,207562.57,103010.52,104552.04,0.3235,0.2658,0.5639,30,1,7153.78,8.04
2025-03-07,V-004,301,584343.72,294527.93,289815.82,0.2949,0.2437,0.8361,25,1,7501.52,7.79
2025-07-31,V-004,198,356573.61,173849.41,182724.19,0.2842,0.2629,0.55,22,2,26377.47,7.62
2024-12-27,V-004,179,162996.52,82816.49,80180.06,0.2878,0.2857,0.4972,30,0,0.0,8.0
2025-03-28,V-004,193,378116.6,190627.89,187488.66,0.3175,0.2817,0.5361,26,0,0.0,7.82
2025-10-08,V-004,163,187051.75,96593.56,90458.17,0.2915,0.2859,0.4528,33,0,0.0,8.16
2025-03-30,V-004,179,291206.84,148584.07,142622.78,0.3035,0.2542,0.4972,23,0,0.0,7.65
2026-01-14,V-004,153,77223.36,39651.57,37571.78,0.2926,0.2836,0.425,19,1,4210.18,7.45
2025-09-04,V-004,232,435249.79,214154.89,221094.93,0.3118,0.2617,0.6444,30,3,34595.66,8.03
2026-01-04,V-004,152,118370.46,59450.45,58920.02,0.2915,0.241,0.4222,17,0,0.0,7.38
2026-02-19,V-004,267,196503.84,97138.79,99365.03,0.3059,0.2601,0.7417,29,0,0.0,7.97
2025-01-16,V-004,195,141412.0,70987.04,70424.95,0.2803,0.2746,0.5417,28,3,23201.59,7.94
2025-07-27,V-004,213,432668.73,219702.96,212965.78,0.298,0.2707,0.5917,24,0,0.0,7.72
2025-04-19,V-004,246,487705.13,244830.39,242874.75,0.2889,0.271,0.6833,27,0,0.0,7.88
2025-01-05,V-004,200,166217.78,83786.27,82431.5,0.3238,0.2721,0.5556,23,0,0.0,7.69
2025-02-26,V-004,210,117272.81,59817.47,57455.31,0.2815,0.269,0.5833,33,0,0.0,8.17
2025-07-15,V-004,133,168601.54,84539.37,84062.16,0.2998,0.2525,0.3694,28,0,0.0,7.91
2025-08-26,V-004,196,250341.02,123383.2,126957.85,0.3119,0.2801,0.5444,33,1,13247.51,8.19
2026-02-27,V-004,223,202805.6,99599.98,103205.66,0.3207,0.2401,0.6194,27,1,3796.62,7.87
2025-05-12,V-004,219,262474.52,132749.62,129724.92,0.2942,0.2747,0.6083,26,0,0.0,7.85
2026-03-07,V-004,209,421814.51,212375.57,209438.94,0.3263,0.2681,0.5806,29,2,11218.58,7.97
2026-03-25,V-004,178,196222.75,97622.43,98600.37,0.3195,0.2466,0.4944,28,0,0.0,7.93
2026-02-11,V-004,220,120456.79,60526.67,59930.1,0.2807,0.277,0.6111,31,1,2988.07,8.1
2025-08-24,V-004,192,422404.34,206623.52,215780.78,0.308,0.2662,0.5333,27,0,0.0,7.86
2025-06-22,V-004,228,483258.86,249618.2,233640.68,0.3131,0.283,0.6333,22,1,13205.01,7.64
2024-12-18,V-004,234,120895.52,63066.14,57829.41,0.285,0.2621,0.65,26,0,0.0,7.82
2025-06-21,V-004,195,507543.76,256576.7,250967.01,0.3037,0.2499,0.5417,30,4,84850.87,8.04
2025-02-16,V-004,98,82259.64,40768.56,41491.09,0.3162,0.2771,0.2722,20,0,0.0,7.53
2026-01-03,V-004,137,139441.42,69983.26,69458.2,0.3208,0.2654,0.3806,31,1,5653.52,8.05
2025-01-29,V-004,200,113889.35,57447.1,56442.25,0.2963,0.2759,0.5556,28,0,0.0,7.93
2025-09-14,V-004,214,453324.28,230161.49,223162.81,0.3122,0.2429,0.5944,18,0,0.0,7.42
2025-02-11,V-004,220,100406.64,49584.71,50821.96,0.284,0.2561,0.6111,19,0,0.0,7.45
2025-04-03,V-004,217,287394.58,146379.68,141014.9,0.3006,0.2742,0.6028,22,0,0.0,7.61
2024-12-24,V-004,188,84202.14,41653.16,42548.99,0.2886,0.2751,0.5222,26,1,2940.71,7.83
2025-10-01,V-004,102,115847.6,60319.88,55527.68,0.3291,0.2543,0.2833,32,0,0.0,8.13
2025-01-30,V-004,139,92537.95,47454.58,45083.39,0.32,0.2753,0.3861,23,0,0.0,7.67
2025-07-19,V-004,158,407104.6,200903.99,206200.65,0.3137,0.2732,0.4389,29,0,0.0,7.95
2024-11-22,V-004,141,137064.68,67927.46,69137.23,0.3099,0.2647,0.3917,23,1,6873.74,7.67
2024-12-19,V-004,178,115666.69,57493.14,58173.58,0.2974,0.2655,0.4944,24,1,3360.06,7.72
2025-12-16,V-004,142,70896.31,35313.41,35582.89,0.3,0.2582,0.3944,34,0,0.0,8.21
2025-04-24,V-004,251,351945.23,173497.41,178447.82,0.304,0.263,0.6972,29,0,0.0,7.97
2026-02-04,V-004,213,113333.8,57524.96,55808.84,0.2804,0.2604,0.5917,32,0,0.0,8.13
2025-06-10,V-004,266,326459.76,162233.07,164226.68,0.3191,0.2538,0.7389,35,1,4597.03,8.28
2025-08-18,V-004,209,263139.62,133861.47,129278.16,0.3073,0.2423,0.5806,37,2,10810.34,8.35
2024-12-17,V-004,214,102449.91,51397.72,51052.23,0.3103,0.2792,0.5944,26,1,3129.99,7.81
2025-02-02,V-004,208,181644.58,89952.05,91692.5,0.3296,0.2727,0.5778,32,0,0.0,8.13
2025-08-15,V-004,190,463221.37,236451.91,226769.44,0.302,0.2443,0.5278,35,1,23987.91,8.27
2024-12-10,V-004,196,92375.17,46661.3,45713.91,0.3082,0.2685,0.5444,33,1,2341.89,8.17
2024-12-09,V-004,175,81777.59,41690.65,40086.93,0.3287,0.2823,0.4861,28,0,0.0,7.92
2025-11-08,V-004,237,251228.99,123750.93,127478.07,0.3039,0.2829,0.6583,26,2,17150.13,7.81
2025-03-26,V-004,241,269642.48,129842.6,139799.82,0.3067,0.2514,0.6694,27,2,17385.16,7.89
2025-03-02,V-004,144,240530.59,119513.32,121017.23,0.3153,0.2813,0.4,30,0,0.0,8.0
2025-12-15,V-004,229,110072.16,55020.54,55051.58,0.3149,0.2898,0.6361,27,0,0.0,7.85
2025-07-13,V-004,235,518229.77,258347.21,259882.58,0.3141,0.2491,0.6528,31,0,0.0,8.09
2025-01-31,V-004,213,207743.83,103054.33,104689.57,0.2836,0.2407,0.5917,23,1,9106.44,7.67
2024-12-04,V-004,217,118364.19,58126.05,60238.21,0.2993,0.2476,0.6028,36,2,6733.04,8.32
2025-09-26,V-004,212,518601.8,259574.22,259027.6,0.2842,0.2845,0.5889,25,1,9238.81,7.79
2026-01-20,V-004,234,114124.2,55754.41,58369.77,0.3189,0.2601,0.65,31,0,0.0,8.09
2026-02-09,V-004,115,57300.04,28692.45,28607.59,0.3032,0.2665,0.3194,32,0,0.0,8.11
2025-04-27,V-004,131,227869.12,112118.86,115750.26,0.2877,0.2805,0.3639,26,1,7047.31,7.85
2025-04-08,V-004,281,274171.06,135414.61,138756.52,0.3028,0.2436,0.7806,31,0,0.0,8.1
2025-04-18,V-004,179,345017.64,175055.21,169962.47,0.2855,0.2512,0.4972,21,0,0.0,7.58
2025-08-08,V-004,197,502614.35,250264.34,252350.0,0.3178,0.2896,0.5472,22,0,0.0,7.63
2026-01-29,V-004,206,128983.57,66603.43,62380.12,0.3297,0.2618,0.5722,34,1,2301.89,8.23
2025-06-17,V-004,159,199307.29,97940.45,101366.82,0.2843,0.2872,0.4417,30,1,12744.36,8.05
2025-02-21,V-004,229,213423.87,108572.12,104851.8,0.3129,0.2608,0.6361,25,0,0.0,7.76
2026-03-03,V-004,171,153312.1,76157.65,77154.47,0.282,0.2859,0.475,32,0,0.0,8.11
2026-03-27,V-004,112,220647.73,110665.78,109981.93,0.3232,0.2849,0.3111,31,0,0.0,8.06
2025-06-06,V-004,160,385617.94,189707.49,195910.45,0.3273,0.2768,0.4444,20,0,0.0,7.54
2025-11-11,V-004,201,94025.4,46875.84,47149.59,0.2816,0.2639,0.5583,26,2,6931.21,7.83
2025-06-07,V-004,170,439084.23,216366.51,222717.7,0.2848,0.2433,0.4722,32,2,32232.57,8.12
2025-01-20,V-004,147,72034.49,36290.29,35744.22,0.3034,0.2632,0.4083,22,1,2798.84,7.61
2025-02-07,V-004,218,194125.79,94299.37,99826.4,0.2904,0.2634,0.6056,30,0,0.0,8.0
2025-05-15,V-004,180,347034.52,166309.01,180725.5,0.2975,0.2553,0.5,27,1,13246.56,7.89
2024-11-08,V-004,223,219936.4,107052.45,112883.97,0.3164,0.2821,0.6194,28,2,21127.05,7.94
2025-09-28,V-004,123,271713.69,134699.17,137014.49,0.3159,0.2484,0.3417,38,1,10335.77,8.45
2026-02-02,V-004,197,100759.92,50187.86,50572.03,0.323,0.253,0.5472,27,1,2800.74,7.87
2026-02-21,V-004,206,200967.01,97467.97,103499.07,0.2869,0.258,0.5722,30,0,0.0,8.0
2026-03-14,V-004,219,455984.33,224840.13,231144.23,0.2977,0.2498,0.6083,26,0,0.0,7.85
2024-12-23,V-004,114,54685.9,28409.14,26276.77,0.2905,0.286,0.3167,33,0,0.0,8.19
2026-01-06,V-004,221,105064.42,52760.98,52303.48,0.2898,0.2687,0.6139,30,1,2426.09,8.0
2025-04-20,V-004,135,223986.82,108074.35,115912.46,0.3203,0.283,0.375,26,0,0.0,7.84
2026-01-12,V-004,188,82994.48,43239.3,39755.17,0.2908,0.2537,0.5222,24,2,7322.14,7.72
2026-02-28,V-004,174,181637.6,88802.24,92835.34,0.3071,0.2853,0.4833,26,0,0.0,7.81
2026-01-05,V-004,196,98458.26,49991.3,48466.92,0.3126,0.2509,0.5444,27,3,9311.59,7.9
2025-12-17,V-004,221,117868.18,58996.19,58871.98,0.3134,0.2499,0.6139,23,2,8820.22,7.66
2026-04-27,V-004,212,192628.36,96471.79,96156.55,0.2938,0.2886,0.5889,30,0,0.0,8.03
2025-09-27,V-004,158,435118.16,214474.66,220643.54,0.2946,0.2812,0.4389,24,1,9896.95,7.73
2026-01-26,V-004,135,65404.99,32167.69,33237.29,0.3029,0.2486,0.375,21,3,5395.64,7.6
2025-03-24,V-004,230,219674.57,110313.5,109361.02,0.3121,0.2474,0.6389,31,1,1951.86,8.06
2025-10-27,V-004,217,194105.98,95565.93,98540.03,0.3285,0.2874,0.6028,28,0,0.0,7.91
2025-08-31,V-004,248,545143.11,266965.8,278177.31,0.286,0.2587,0.6889,25,2,17908.11,7.77
2025-03-12,V-004,237,258686.79,129997.68,128689.13,0.2848,0.2842,0.6583,26,0,0.0,7.84
2025-03-25,V-004,179,179616.13,90854.41,88761.66,0.295,0.2448,0.4972,26,0,0.0,7.85
2026-02-14,V-004,200,199228.92,101540.0,97688.9,0.3272,0.2851,0.5556,34,1,9117.15,8.23
2025-09-19,V-004,179,442480.36,220617.43,221862.91,0.3163,0.2736,0.4972,25,0,0.0,7.75
2025-08-21,V-004,276,499385.79,249711.63,249674.16,0.3097,0.2523,0.7667,23,1,5322.95,7.69
2025-08-05,V-004,203,249881.63,125980.68,123900.97,0.3092,0.2532,0.5639,33,0,0.0,8.16
2025-08-13,V-004,150,209189.59,105205.33,103984.28,0.2932,0.2497,0.4167,29,0,0.0,7.96
2025-12-29,V-004,141,67680.49,32580.95,35099.54,0.2883,0.287,0.3917,27,1,2504.48,7.87
2025-10-10,V-004,181,339914.34,164321.72,175592.62,0.2808,0.2859,0.5028,29,2,27219.04,7.96
2025-12-03,V-004,228,123166.1,62467.81,60698.24,0.2999,0.2425,0.6333,36,1,5644.41,8.3
2026-03-26,V-004,211,292051.38,148366.93,143684.38,0.3251,0.245,0.5861,22,0,0.0,7.64
2026-01-16,V-004,148,137357.23,70273.62,67083.62,0.3297,0.2565,0.4111,24,1,6368.2,7.71
2025-01-06,V-004,175,92531.96,47004.42,45527.56,0.3024,0.2774,0.4861,23,0,0.0,7.7
2025-05-20,V-004,219,266972.9,132608.63,134364.26,0.294,0.262,0.6083,29,0,0.0,7.97
2026-02-20,V-004,192,179458.3,90273.57,89184.72,0.2813,0.2797,0.5333,27,0,0.0,7.86
2025-02-03,V-004,252,121344.06,59921.29,61422.8,0.3094,0.2671,0.7,24,1,3015.67,7.71
2025-02-28,V-004,235,219354.94,110650.54,108704.37,0.3217,0.2442,0.6528,33,1,7314.39,8.16
2025-04-16,V-004,216,228084.64,113248.02,114836.58,0.2907,0.251,0.6,25,0,0.0,7.77
2025-01-14,V-004,112,47437.5,24441.98,22995.52,0.2827,0.2639,0.3111,34,0,0.0,8.21
2025-11-01,V-004,181,204001.86,98337.2,105664.62,0.3157,0.2806,0.5028,24,3,21054.73,7.73
2026-03-10,V-004,216,208659.57,105646.65,103012.97,0.3267,0.2566,0.6,26,0,0.0,7.85
2025-11-10,V-004,152,76613.94,37325.77,39288.16,0.2828,0.2427,0.4222,23,0,0.0,7.68
2025-07-14,V-004,193,236351.15,121106.67,115244.44,0.2929,0.2465,0.5361,25,0,0.0,7.76
2024-11-30,V-004,193,203110.18,102693.77,100416.34,0.3026,0.2799,0.5361,22,1,4294.45,7.63
2025-02-01,V-004,246,262751.83,131431.87,131319.98,0.284,0.2548,0.6833,18,1,3679.57,7.44
2025-02-10,V-004,194,90446.51,46374.56,44071.98,0.2807,0.2549,0.5389,32,2,5994.82,8.1
2025-06-02,V-004,152,197364.61,96865.89,100498.7,0.2981,0.2865,0.4222,20,1,9070.69,7.5
2025-10-19,V-004,205,320222.15,156922.3,163299.85,0.2868,0.2769,0.5694,33,1,10279.35,8.17
2025-07-02,V-004,160,221624.76,112090.32,109534.41,0.308,0.2713,0.4444,27,0,0.0,7.88
2024-11-20,V-004,150,80256.39,40284.76,39971.63,0.2952,0.2554,0.4167,31,2,3934.08,8.09
2025-10-05,V-004,141,242590.52,123341.59,119248.94,0.3207,0.2568,0.3917,27,1,11191.94,7.89
2024-11-19,V-004,225,108999.14,54853.2,54145.91,0.3029,0.2634,0.625,26,0,0.0,7.81
2025-07-26,V-004,144,387390.48,190803.46,196587.03,0.3248,0.2737,0.4,23,0,0.0,7.67
2025-11-26,V-004,193,112363.05,56490.13,55872.89,0.3089,0.261,0.5361,22,1,5618.04,7.63
2025-03-22,V-004,143,278088.76,137671.79,140416.97,0.3122,0.2727,0.3972,28,0,0.0,7.9
2026-02-23,V-004,190,90474.41,44934.69,45539.71,0.3051,0.2854,0.5278,30,0,0.0,8.03
2026-03-05,V-004,208,293038.86,142482.92,150555.98,0.3162,0.2601,0.5778,19,1,9405.37,7.47
2025-08-17,V-004,195,413425.14,208923.0,204502.11,0.2866,0.2826,0.5417,20,2,24539.82,7.53
2025-09-16,V-004,126,148640.41,72275.97,76364.41,0.2827,0.2555,0.35,25,0,0.0,7.78
2026-04-26,V-004,214,340424.32,168348.94,172075.41,0.3121,0.2712,0.5944,24,2,19417.39,7.74
2025-05-27,V-004,241,286183.24,140848.12,145335.13,0.3195,0.2589,0.6694,32,0,0.0,8.12
2025-11-22,V-004,227,243273.53,119443.41,123830.1,0.3079,0.2607,0.6306,25,1,8754.9,7.79
2025-07-30,V-004,170,258384.25,132329.94,126054.3,0.3126,0.2437,0.4722,22,1,18108.46,7.62
2024-11-07,V-004,143,99701.38,49704.58,49996.82,0.2918,0.2859,0.3972,30,1,6385.28,8.05
2026-04-02,V-004,181,248160.95,123841.88,124319.11,0.3295,0.2671,0.5028,34,1,4750.14,8.24
2025-05-09,V-004,181,442755.19,224634.27,218120.93,0.3053,0.2826,0.5028,29,0,0.0,7.96
2026-02-06,V-004,259,261795.79,135971.04,125824.69,0.3045,0.2881,0.7194,30,0,0.0,8.03
2026-04-29,V-004,205,212585.46,107368.76,105216.7,0.2817,0.2875,0.5694,29,0,0.0,7.97
2025-09-10,V-004,199,294190.2,147869.47,146320.74,0.3287,0.2756,0.5528,28,1,11840.52,7.9
2025-08-09,V-004,250,713117.79,353694.35,359423.43,0.3219,0.2403,0.6944,22,0,0.0,7.63
2024-12-02,V-004,185,89162.19,44398.27,44763.94,0.3206,0.2602,0.5139,35,1,2352.41,8.25
2025-03-23,V-004,165,273509.85,136186.18,137323.66,0.2843,0.2618,0.4583,23,0,0.0,7.68
2025-05-13,V-004,166,217996.01,110357.89,107638.11,0.3056,0.2692,0.4611,28,0,0.0,7.91
2025-07-25,V-004,212,531980.69,262170.93,269809.77,0.3047,0.2782,0.5889,31,1,17048.43,8.09
2025-05-03,V-004,120,322773.12,164606.29,158166.84,0.3205,0.2727,0.3333,22,2,36413.76,7.62
2025-12-02,V-004,188,88218.45,44114.48,44103.97,0.3214,0.2503,0.5222,25,0,0.0,7.75
2026-02-25,V-004,135,70172.37,34689.11,35483.23,0.3287,0.2431,0.375,25,1,2812.01,7.79
2026-02-18,V-004,146,83338.88,42099.77,41239.09,0.3109,0.2535,0.4056,25,0,0.0,7.79
2025-07-16,V-004,174,255569.26,131838.1,123731.14,0.3039,0.2719,0.4833,31,0,0.0,8.1
2026-02-22,V-004,191,153474.6,77670.51,75804.07,0.3154,0.2812,0.5306,29,1,7720.6,7.97
2025-04-22,V-004,150,142189.85,70145.42,72044.42,0.3249,0.2818,0.4167,26,0,0.0,7.81
2024-11-24,V-004,177,154709.76,78965.11,75744.66,0.3104,0.2798,0.4917,22,2,16170.09,7.61
2024-12-16,V-004,223,107805.87,54261.39,53544.51,0.2843,0.2496,0.6194,26,2,9893.12,7.81
2025-11-06,V-004,178,130968.95,65033.17,65935.79,0.3176,0.2759,0.4944,22,1,4962.71,7.64
2025-05-25,V-004,208,441028.4,223297.19,217731.2,0.2865,0.265,0.5778,30,1,6563.6,8.03
2026-03-11,V-004,204,225539.48,112366.92,113172.57,0.292,0.2872,0.5667,21,1,4027.9,7.58
2026-01-07,V-004,194,96236.65,46692.16,49544.51,0.2904,0.2664,0.5389,25,0,0.0,7.76
2025-10-11,V-004,171,339705.01,173458.64,166246.37,0.309,0.2812,0.475,24,1,12002.56,7.71
2026-03-17,V-004,176,169268.17,83162.47,86105.72,0.2884,0.2895,0.4889,22,1,5997.85,7.63
2026-03-19,V-004,170,243217.19,124008.54,119208.67,0.2828,0.2817,0.4722,33,0,0.0,8.2
2026-01-27,V-004,171,82103.56,40420.0,41683.6,0.2858,0.2679,0.475,35,1,1430.44,8.3
2025-10-02,V-004,203,267563.37,131036.71,136526.67,0.2913,0.266,0.5639,28,1,6410.73,7.94
2025-06-14,V-004,154,433404.37,217397.11,216007.27,0.3117,0.2444,0.4278,26,1,21779.32,7.83
2026-03-24,V-004,243,235400.58,114708.4,120692.15,0.2856,0.283,0.675,21,0,0.0,7.57
2024-12-25,V-004,229,125628.56,62939.91,62688.65,0.3289,0.2796,0.6361,31,0,0.0,8.1
2026-04-16,V-004,150,230341.94,117104.68,113237.26,0.3205,0.2648,0.4167,21,0,0.0,7.6
2025-03-09,V-004,140,227328.34,113474.02,113854.33,0.3221,0.268,0.3889,38,1,5199.32,8.45
2025-09-22,V-004,201,259085.11,127489.26,131595.9,0.3019,0.28,0.5583,27,0,0.0,7.86
2025-11-19,V-004,222,122180.5,62587.22,59593.28,0.2982,0.274,0.6167,27,1,1881.68,7.86
2026-01-01,V-004,192,133969.47,67925.99,66043.49,0.3138,0.2741,0.5333,32,1,5266.71,8.11
